"Severity","Appender","Date","Time","Category","Message"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbstreams@1.0.0) activated in (15ms)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","** Starting to register all Base ORM Resource Events"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbContentMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbAuthor' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbContent' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbContentStore' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbComment' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbURLMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbCategory' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbMediaMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbStats' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbModule' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbContentVersion' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbRole' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbLoginAttempt' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbEntry' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbSubscription' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbCustomField' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbJSMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbMenu' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbPermissionGroup' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbSetting' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbRelocation' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbPage' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbFreeMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbPermission' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbSubscriber' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbSite' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbSubMenuItem' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbCommentSubscription' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbContentTemplate' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","===> Registered 'cbSecurityRule' resource events using event prefix of (cb_)"
"INFO","FILES","02/20/2024","23:28:05","cborm.models.resources.ResourceEventLoader","** Registered all Base ORM Resource Events in 143 ms"
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'mementifier' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbpaginator' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbstreams' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbvalidation' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cborm@1.0.0) activated in (335ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbjavaloader@1.0.0) activated in (133ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.SchedulerService","Loading ColdBox Task Scheduler (cbScheduler@cbmailservices) at => modules.contentbox.modules.contentbox-deps.modules.cbmailservices.config.Scheduler..."
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbmailservices@1.0.0) activated in (114ms)"
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbstorages' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbstorages' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (cbauth@1.0.0) activated in (5ms)"
"INFO","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","+ Module (jwtcfml@1.0.0) activated in (4ms)"
"WARN","FILES","02/20/2024","23:28:05","coldbox.system.web.services.ModuleService","==> Module 'cbStorages' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbstorages' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbcsrf@3.1.0+16) activated in (33ms)"
